leap,T16,5.429238229942653e-06
misbehaving,T7,4.386489573285065e-06
misbehaving,T24,4.7590183130548246e-06
user-provided,T12,4.043804444243362e-06
bittorrent,T9,6.856044764185976e-06
bittorrent,T6,5.14169455342522e-06
comment-based,T12,4.043804444243362e-06
gravity,T34,3.7849865060413955e-06
gravity,T39,4.386961037632663e-06
guaranteeing,T39,6.655477612432764e-06
discovery,T5,4.934347240230848e-05
discovery,T4,0.00039089611673928995
discovery,T37,0.00017179920401224271
discovery,T41,4.566734970554595e-05
discovery,T15,3.09628589184958e-05
discovery,T29,0.00019655176350377715
discovery,T19,4.223630185523424e-05
discovery,T38,3.872356238943893e-05
discovery,T10,0.00022890164323528749
mirrors,T18,4.932402782451293e-06
mirrors,T40,5.055566219396217e-06
multi-service,T31,4.631852739215041e-06
replacing,T40,5.552717996783497e-06
replacing,T42,6.08330953825925e-06
patching,T0,1.0258964787788254e-05
commonsense,T14,4.5326534280252685e-06
example,T2,1.5613222155461105e-05
example,T40,1.5217274892229105e-05
example,T26,1.3089058352357093e-05
example,T24,1.46481007013331e-05
example,T41,1.6454610089829112e-05
example,T34,2.2740272893637154e-05
example,T19,1.541524852384511e-05
example,T6,1.2099190194277086e-05
example,T29,1.0119453878117074e-05
example,T38,3.184705994797321e-05
duplicates,T40,5.978097853880177e-06
duplicates,T36,5.50372173670677e-06
duplicates,T31,4.928720382557186e-06
duplicates,T49,5.8630975830502604e-06
rubis,T36,4.180132600806791e-06
transactions,T19,4.4143519446718604e-05
transactions,T9,0.00019178936600702708
transactions,T46,0.0008639980983141227
receiver,T9,4.2537314393139145e-06
receiver,T39,4.819224035620544e-06
credible,T34,3.968477561940596e-06
credible,T19,1.191383324245293e-05
orchestrated,T29,4.735300983819767e-06
click,T49,0.0033149169622351113
click,T32,0.0002420939197354608
conjunction,T24,8.45543139636805e-06
conjunction,T13,6.3316127455746674e-06
conjunction,T1,1.5808753257657704e-05
conjunction,T49,1.2703068697954816e-05
intertwining,T47,4.177345563757752e-06
pageand,T23,4.586947498212197e-06
forefront,T44,4.141433819882756e-06
anycast-aware,T31,3.948967258404984e-06
scholars,T20,4.575236808748176e-06
ancestor-descendant,T27,4.2477030825682735e-06
probing,T21,4.735300983819767e-06
secondly,T7,1.042022146708666e-05
secondly,T27,1.3233345562793663e-05
secondly,T47,8.33876193438865e-06
secondly,T41,1.6122159096053324e-05
secondly,T17,8.124308527989461e-06
secondly,T1,8.818128372222131e-06
originally,T8,4.649596602094988e-06
originally,T0,5.225711415351601e-06
originally,T36,5.0152742679943955e-06
originally,T34,3.876843798684917e-06
chat,T48,8.645638025870708e-06
chat,T15,6.028821523287183e-06
chat,T24,6.757986538329988e-06
chat,T40,6.914722943432648e-06
anarchy,T43,6.323115905702506e-06
rt,T41,4.59126742211403e-06
636,T49,4.370023772209867e-06
applicable,T47,1.8602494066571752e-05
applicable,T8,1.4334075457150331e-05
applicable,T11,1.1695806668412466e-05
applicable,T33,1.422682875842115e-05
applicable,T19,4.142459155614159e-05
applicable,T17,1.7916115194704994e-05
applicable,T45,1.2789722995450117e-05
applicable,T43,1.2725374976212608e-05
thematic,T34,3.7803590240267708e-06
thematic,T17,4.159528146037121e-06
revealed,T1,6.347607573938517e-06
revealed,T12,5.689298909670389e-06
revealed,T38,4.095159301099529e-06
revealed,T37,6.270159495789326e-06
revealed,T11,8.322533566742903e-06
freehand,T33,7.257497467690465e-06
transport,T34,3.921422859461768e-06
transport,T31,7.94124163517872e-06
transport,T28,6.043743286909644e-06
transport,T33,1.6124765317287052e-05
autocomplete,T22,5.00427796523731e-06
autocomplete,T10,4.943289114321377e-06
open,T3,6.417374689310845e-05
open,T16,0.0006909908506040818
open,T20,0.00023051099500664526
open,T18,0.00013077207311587818
open,T1,0.0022611256750275726
open,T38,0.0001314063428894284
open,T10,7.146784928893562e-05
invoke,T29,4.503543164239502e-06
invoke,T36,4.813298672376281e-06
invoke,T30,4.60486505942443e-06
pageranks,T44,3.195945555570475e-05
allthe,T18,4.316749766814401e-06
german,T39,6.655477612432764e-06
protect,T3,6.542699847026014e-06
protect,T15,1.2817568329567203e-05
conversational,T45,6.360666923276624e-06
precision-recall,T3,4.217802401529205e-06
synthetically,T14,4.5326534280252685e-06
centroids,T24,4.373390597060518e-06
valuation,T30,4.0279798857560404e-06
updated,T14,3.345282146392861e-05
updated,T27,3.319461911174187e-05
updated,T8,1.1715410939207087e-05
updated,T34,4.050028608663119e-06
updated,T22,1.1005354470693538e-05
updated,T25,9.149525064351317e-06
slowly,T34,3.7856512639713456e-06
slowly,T37,3.916152771562913e-06
successive,T44,1.1533155695695748e-05
successive,T28,5.7846746570619034e-06
successive,T33,7.650339793040155e-06
successive,T4,6.7095342971194995e-06
attached,T38,4.150001220807798e-06
attached,T49,5.490941502026188e-06
attached,T37,4.564115131184066e-06
attached,T46,5.644755240165946e-06
belonging,T48,8.111058708711831e-06
belonging,T0,8.691259741546338e-06
belonging,T47,1.5618860073590346e-05
belonging,T35,1.2195673979866758e-05
belonging,T6,7.670105923757607e-06
belonging,T16,7.681709944414297e-06
belonging,T45,8.644843658919577e-06
862,T37,3.890168668792874e-06
inclusion,T3,4.954112161592387e-06
inclusion,T15,5.7504862943519565e-06
inclusion,T49,5.135961373009926e-06
amongst,T15,5.070819208517011e-06
amongst,T33,5.681169293021266e-06
amongst,T43,5.4055273193741834e-06
andmaintenance,T26,4.211695060426977e-06
combinations,T32,4.091374003332821e-06
combinations,T4,5.280765682330509e-06
combinations,T6,4.4856832012614025e-06
synthesis,T47,6.322526472534944e-06
synthesis,T30,4.8410377383835494e-06
quest,T4,4.191667762911275e-06
e-government,T23,1.3141861514352485e-05
round-trip,T31,3.948967258404984e-06
scenario,T0,1.6177768634842207e-05
scenario,T29,1.8106244791024994e-05
scenario,T8,1.1298139572985754e-05
scenario,T13,0.00010678692863973357
scenario,T24,1.6616058670338297e-05
incident-monitoring,T17,4.141433819882756e-06
organization-aware,T41,4.59126742211403e-06
dom-support,T42,4.070105678599631e-06
super-peer,T0,4.654207924962772e-06
super-peer,T13,4.266874087076203e-06
tobetter,T22,4.3975742822647644e-06
payment,T23,6.3997579476566624e-06
payment,T43,5.923485315031694e-06
payment,T30,6.643071140410722e-06
vulnerable,T9,8.220308719211234e-06
vulnerable,T15,2.4583949199066005e-05
port,T22,4.3975742822647644e-06
switching,T31,5.900001649197692e-06
file-system,T0,4.330013950319941e-06
identically-distributed,T30,4.0279798857560404e-06
steam,T36,4.180132600806791e-06
pradesh,T18,4.316749766814401e-06
alerts,T0,3.968544086382104e-06
alerts,T18,3.965593595220752e-06
annual,T9,4.2537314393139145e-06
caution,T6,4.117867643475963e-06
multidimensional,T22,4.3975742822647644e-06
suggestions,T21,1.0597708941602975e-05
suggestions,T24,1.546690314465527e-05
suggestions,T32,9.329418753770423e-05
complicate,T23,4.586947498212197e-06
who,T48,0.00024711853312325155
who,T12,0.00013408868886316885
who,T35,0.00019241536134070893
who,T37,0.0009158297420290768
who,T19,5.881338410257604e-05
who,T36,4.630646234887506e-05
who,T10,5.367035085806349e-05
who,T43,0.00014145257737235725
who,T11,0.00040105886910104773
proves,T42,6.049557627524183e-06
proves,T39,5.454155894605683e-06
standalone,T18,4.316749766814401e-06
untestedö,T2,4.483879779218877e-06
inevitable,T34,3.7604922857789816e-06
personalization,T2,2.4021782891948562e-05
personalization,T40,2.334496512394871e-05
personalization,T41,6.492695674543955e-05
personalization,T21,6.412323564593973e-05
personalization,T46,2.3979481781448573e-05
personalization,T13,1.3954118592950783e-05
personalization,T43,3.751583714144558e-05
personalization,T5,7.524349796952202e-06
personalization,T6,1.8015025200949888e-05
personalization,T18,2.1483716261949126e-05
personalization,T44,4.5003133699943934e-05
personalization,T1,0.00012850552582692552
rapidshare,T10,4.3365275161930695e-06
svm,T24,1.9539617913289414e-05
svm,T28,0.00017834447350034284
forty,T24,6.607945980790113e-06
resale,T4,4.191667762911275e-06
positions,T14,9.587579031481039e-06
positions,T23,6.914852783264373e-06
positions,T31,5.269146343390223e-06
quotations,T8,3.9723251963483495e-06
contributing,T15,4.501374250153993e-06
contributing,T11,4.5837990598985445e-06
6.3,T31,3.948967258404984e-06
sight,T19,4.4616902464720756e-06
superiority,T5,3.895985514242318e-06
superiority,T4,4.326750784498376e-06
captures,T27,2.52574325876349e-05
captures,T12,4.3491987308328444e-05
captures,T15,1.3291900604511039e-05
captures,T37,3.081081346018521e-05
captures,T6,3.09253161585883e-05
captures,T41,1.84445220326505e-05
captures,T16,1.3435028977514911e-05
captures,T24,1.6354847786793943e-05
captures,T10,3.819623750718511e-05
rdb-to-rdf,T20,4.575236808748176e-06
worth,T20,5.46199590675331e-06
worth,T35,4.4143374794916005e-06
worth,T28,4.61245237439045e-06
worth,T10,5.19336554078877e-06
pacing,T27,4.2477030825682735e-06
andis,T28,3.964445734743937e-06
papers,T22,2.012401283768768e-05
papers,T17,1.0374158215760494e-05
papers,T9,1.819315927530602e-05
papers,T33,3.853403244732665e-05
papers,T25,1.597554528286768e-05
xquery-based,T20,4.575236808748176e-06
array,T8,5.270965295425703e-06
array,T16,4.795774176539772e-06
weakening,T44,4.141433819882756e-06
installations,T45,1.0158999381082597e-05
precision,T12,2.865544469301359e-05
precision,T16,0.0007484715025548732
precision,T34,5.258300417804504e-06
precision,T32,0.0001792797649558365
precision,T45,7.062042944285481e-05
precision,T25,5.6965156627430285e-05
employed,T14,1.8728369704799233e-05
employed,T49,1.7061800816481336e-05
employed,T20,6.108952072058869e-05
employed,T34,6.274554921187313e-06
employed,T44,4.284816670663643e-05
employed,T17,2.3758377622267798e-05
employed,T13,2.4334101420050338e-05
employed,T29,3.278815087169931e-05
employed,T28,1.145606910123023e-05
kiwi,T13,4.610169611037882e-06
decaying,T46,7.118787763635285e-06
tractable,T20,6.182785370415068e-06
tractable,T34,3.922055833992892e-06
tractable,T19,6.010721388784627e-06
tractable,T33,6.091973824554558e-06
efficiency,T7,5.728867724403192e-05
efficiency,T0,5.378130859531693e-05
efficiency,T8,7.332236249530049e-05
efficiency,T5,4.484586941882873e-05
efficiency,T18,2.1254639817352843e-05
efficiency,T34,5.179200177409102e-06
efficiency,T14,2.438621896799123e-05
efficiency,T48,3.3697447642556045e-05
efficiency,T3,1.9667973047696054e-05
efficiency,T43,5.294622082181336e-05
efficiency,T1,5.0900255776729614e-05
fulfilled,T30,4.0279798857560404e-06
categorize,T14,9.038341537889662e-06
categorize,T9,7.980446260626046e-06
categorize,T8,6.5164901698673046e-06
categorize,T16,1.3943128732475518e-05
categorize,T6,1.3900385488949717e-05
charateristics,T13,3.94338801630932e-06
executables,T21,3.9703398168647354e-06
multi-way,T37,3.890168668792874e-06
pundit,T12,5.075116240455832e-06
smarter,T22,4.7400756813580145e-06
smarter,T13,4.2858459674777555e-06
order-based,T5,3.943335666719297e-06
order-based,T33,7.400052232067781e-06
accomplish,T21,4.854261595428999e-06
accomplish,T22,7.405746689408003e-06
rankboost,T26,4.211695060426977e-06
failed,T2,5.160747855820325e-06
failed,T39,5.058363949206849e-06
compactness,T0,4.330013950319941e-06
low-overhead,T17,4.141433819882756e-06
wider,T47,5.950577408461341e-06
wider,T12,7.206041597909627e-06
wider,T11,5.992828607144697e-06
wider,T39,6.4394841360830295e-06
preference,T21,0.0002461850632174906
preference,T2,4.475435543999315e-05
preference,T31,1.470345937877665e-05
preference,T49,2.3449615695100855e-05
illustrated,T45,7.495374784468615e-06
illustrated,T39,5.825187048349568e-06
outside,T18,1.1588452609064172e-05
outside,T9,6.375808280905994e-06
paradigm,T7,4.48966171716558e-05
paradigm,T9,2.46185254844493e-05
paradigm,T23,5.514127807612992e-05
paradigm,T21,5.440197265003385e-05
paradigm,T34,4.710086510290837e-06
paradigm,T29,1.7331086284359466e-05
paradigm,T17,0.0002709128474353116
paradigm,T38,3.8823751171580935e-05
paradigm,T25,3.75035629106951e-05
designer,T15,8.94066377273128e-06
designer,T1,9.998668791046357e-06
designer,T43,3.98406338664628e-05
designer,T35,6.793535941444797e-06
spend,T3,4.565672485815901e-06
spend,T34,3.8653411886161385e-06
spend,T30,4.938054081910035e-06
phishers,T1,4.838711345002331e-06
phishers,T39,4.9544317850263215e-06
pie,T42,4.070105678599631e-06
causes,T9,2.7807406600773118e-05
causes,T38,4.44138765448828e-06
causes,T39,1.4865621696181012e-05
sampled,T17,4.562299325615454e-06
sampled,T5,3.868594815252552e-06
sampled,T6,4.541418587845333e-06
terminates,T31,3.948967258404984e-06
pcs,T25,3.759550962453032e-06
xforms,T31,5.900001649197692e-06
evolved,T22,5.087666887807423e-06
evolved,T38,4.6084802955860166e-06
coursevis,T1,1.4738683717389127e-05
ona,T44,4.599999928736122e-06
ona,T43,4.77489104310717e-06
courteous,T33,4.517216146260838e-06
multichannel,T14,1.0101541430900975e-05
multichannel,T12,7.603793592478272e-06
multichannel,T37,5.132975649887618e-06
developers,T17,1.2331509646987469e-05
developers,T36,1.277744969415978e-05
developers,T15,5.695028881128377e-05
developers,T11,3.794828791233026e-05
developers,T38,2.253858183782038e-05
upgrading,T13,3.94338801630932e-06
readable,T20,1.5840442172816327e-05
readable,T28,7.848467987499071e-06
updating,T7,6.769003669457223e-06
updating,T8,9.13513134126849e-06
updating,T44,1.7825471223450884e-05
updating,T1,8.13198043893376e-06
updating,T43,8.31734527958257e-06
updating,T25,7.401424890494337e-06
invokes,T9,4.2537314393139145e-06
gamma-poisson,T21,3.9703398168647354e-06
objective,T26,2.5053482970024653e-05
objective,T16,4.0190813946229406e-05
objective,T5,6.414232141115806e-06
objective,T22,9.819842182892453e-05
objective,T34,7.5438837065042225e-06
objective,T6,0.00010921252459146155
objective,T32,2.030894639539331e-05
objective,T10,4.979285225203094e-05
objective,T43,2.7369268679070906e-05
objective,T25,0.00024595684658172917
composite,T29,0.0003717453447549149
composite,T45,0.00016763058161343292
evaluating,T7,3.6239604126356576e-05
evaluating,T26,6.225700229615865e-05
evaluating,T19,4.124294992824159e-05
evaluating,T13,1.38079371145721e-05
evaluating,T25,1.7685530111032986e-05
evaluating,T14,6.175666771597014e-05
evaluating,T9,3.5238934965979574e-05
evaluating,T5,5.719194734857995e-06
evaluating,T6,6.884474093530726e-05
evaluating,T22,3.9450084349232795e-05
evaluating,T44,3.1277952872820604e-05
evaluating,T38,1.1806598793818095e-05
evaluating,T32,1.5976053628722276e-05
ways,T14,1.1922013159000149e-05
ways,T9,1.6234569096851967e-05
ways,T11,9.873136008449862e-06
ways,T6,9.327870315158253e-06
ways,T34,1.2120291592924371e-05
ways,T46,1.1657641913767853e-05
ways,T45,1.7027682832548857e-05
ways,T38,4.618757509457991e-06
ways,T25,9.278300706677196e-06
spending,T34,3.7604922857789816e-06
fine,T48,5.2360284030205585e-06
fine,T35,4.527319231548146e-06
fine,T4,5.216342037146325e-06
fine,T37,4.562754690121766e-06
fine,T1,5.338397505566574e-06
blogspaces,T28,3.964445734743937e-06
ebag,T1,1.4738683717389127e-05
promotion,T22,4.685061292787262e-06
promotion,T37,4.180050088039186e-06
tamper-resilient,T15,4.112469129741575e-06
smart,T13,4.496926962490727e-06
smart,T47,4.870204439688232e-06
smart,T5,4.4234953276322014e-06
identities,T21,4.291869899278019e-06
identities,T9,4.577706526833847e-06
top,T26,2.513770921985426e-05
top,T35,8.51893527068248e-05
top,T41,8.575641260755164e-05
top,T19,3.0468072286686396e-05
top,T25,2.269935164672892e-05
top,T13,0.00010435597735139143
top,T42,2.1565231845275276e-05
top,T32,0.00021039617878730734
tasked,T11,4.191667762911275e-06
counters,T17,3.759550962453032e-06
rests,T36,4.180132600806791e-06
execute,T8,6.823712005075022e-06
execute,T22,9.09214130407037e-06
execute,T41,1.539861228714121e-05
execute,T39,1.8617169041213144e-05
relaxation,T6,8.297280559225915e-06
relaxation,T32,4.4959159338998434e-06
interplays,T48,4.2059214349180425e-06
straightforward,T5,3.826817706331865e-06
straightforward,T1,4.333465096397973e-06
devices,T48,0.00016408402714001243
devices,T36,0.00562808528219558
deletion,T40,5.328060267690848e-06
deletion,T1,5.118022304570449e-06
deletion,T37,4.4506436153007955e-06
box,T5,3.81693108064899e-06
box,T16,4.172199472032474e-06
subtopic,T47,4.177345563757752e-06
interdependency,T43,4.313541232686288e-06
workshop,T18,7.006200208011932e-06
workshop,T8,4.805288172633053e-06
webviews,T32,3.834746317692449e-06
agents,T38,9.505642384941849e-06
agents,T43,0.0015622763475544197
0.91,T15,4.112469129741575e-06
presented,T35,2.2431699220239206e-05
presented,T6,3.6028853336165545e-05
presented,T16,3.612460794261573e-05
presented,T25,6.494674448412158e-05
presented,T47,3.851847310387037e-05
presented,T34,7.015207581759339e-06
presented,T39,4.62745962263354e-05
presented,T22,0.0009447400685484261
presented,T44,0.00012728299328319231
presented,T17,3.689064479421722e-05
presented,T1,0.00011186650164471245
presented,T38,6.28401431422175e-05
k-nearest,T27,5.694612290617711e-06
k-nearest,T17,5.463192742465701e-06
k-nearest,T6,6.925567333979465e-06
aimed,T7,5.614482187789701e-06
aimed,T32,4.79454882006842e-06
aimed,T10,6.629317749477516e-06
aimed,T4,6.246234126853638e-06
aimed,T11,8.511132036050948e-06
topological,T47,8.458310039250198e-06
topological,T37,7.66386666932929e-06
topological,T39,6.774361699588786e-06
intermittently,T11,4.191667762911275e-06
goals,T14,1.7496256971762625e-05
goals,T38,7.819387151439267e-06
goals,T37,9.432198788159828e-06
goals,T22,1.624493759844495e-05
goals,T21,7.597458235147533e-05
goals,T34,5.149905821694893e-06
goals,T19,2.8758131331621703e-05
goals,T46,1.705134341680523e-05
goals,T28,1.7218185999914252e-05
meta-searches,T5,3.7667476046933475e-06
three-step,T12,4.043804444243362e-06
initiating,T21,3.9703398168647354e-06
bloom,T26,4.594119510691857e-06
bloom,T5,3.9565711237083515e-06
bloom,T38,3.874663865658387e-06
bloom,T32,4.1004622527150456e-06
usage,T14,0.0001447355737572108
usage,T12,4.850671743340056e-05
usage,T24,6.960822403006813e-05
usage,T11,0.0005124405504097797
usage,T6,0.0001915779252803097
usage,T8,4.2370818352100056e-05
usage,T46,0.001505258952979231
usage,T17,5.5540552965623086e-05
usage,T1,0.00028167088252281945
usage,T10,0.0007646110370437147
reinforcement,T21,4.640574576049293e-06
reinforcement,T48,5.045091254665475e-06
